id	chapter	japanese	full_english	glossary_references	notes
completion.00bbe93c	lighthouse	神父「そして　また……<LF><TAB>（中略）<LF><TAB>……神のご加護がありますように。	"Priest: ""And furthermore... (much omitted)... May you be blessed."""	role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Adapt the source's parenthetical omission as a narrator's comic ellipsis, not new lore.
completion.00bbe980	lighthouse	神父「おお　われらの祖先<LF><TAB>己が生きる道を　信じる者たちよ！<LF><TAB>われらを　お許しください！	"Priest: ""O ancestors, who trusted in the path you walked! Forgive us!"""	role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00bbe9d8	lighthouse	神父「それまで　そして　その後も<LF><TAB>この伝説の海竜の灯台を　守るが<LF><TAB>われらの　使命。	"Priest: ""Until then, and ever after, our duty is to guard this legendary lighthouse."""	place.journey.00873198,role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00bbea2c	lighthouse	神父「たとえ　灯台の炎が　魔の手によって<LF><TAB>封印されようとも　やがては<LF><TAB>とりもどせる未来も　あろう。	"Priest: ""Though evil hands may seal the flame, a day will come when it returns."""	role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00bbea90	lighthouse	神父「……神は　なげいておられる！！	"Priest: ""...Our god grieves!"""	role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00bbeab8	lighthouse	神父「私の家は　代々　この島で<LF><TAB>神父を　つとめてきました。	"Priest: ""For generations, my family have served as priests on this island."""	role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00bbeb14	lighthouse	＊「神父さま　今日も　お説教に<LF><TAB>熱い心が　こもっておいでですわ。<LF><TAB>ところで……	"???: ""The priest's sermon is as passionate as ever today. Now, then..."""	role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbebb4	lighthouse	＊「キケンですから　どうか　あきらめて<LF><TAB>来た道を　お戻りください。	"???: ""It's dangerous. Please give up and go back the way you came."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbebf8	lighthouse	＊「この先は　地下道。<LF><TAB>しかし　ボクが生まれてこのかた<LF><TAB>入った者は　誰もおりません。	"???: ""The tunnel is ahead, but no one has entered it in all my life."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbeda8	lighthouse	＊「わっ　大変だ！<LF><TAB>それは　海竜の聖火！<LF><TAB>……ところで	"???: ""Oh! That is the Sea Dragon's sacred flame! ...Now, then..."""	lore.sea_dragon_flame	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbedf0	lighthouse	＊「まあ！　あなたが　お持ちの炎は<LF><TAB>まさしく　伝説の聖火！<LF><TAB>これは　商売どころではありませんわ。	"???: ""My! Your flame is the legendary sacred flame! This is no time for business!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbee74	lighthouse	＊「おわっ！　そ　その光は！？<LF><TAB>……あ　失礼しました。<LF><TAB>ゴホン。	"???: ""Whoa! Wh-what is that light!? ...Ah, forgive me. Ahem."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbef20	lighthouse	＊「おわ～～！<LF><TAB>こりゃ　今夜はお祝いだあ～～！<LF><TAB>料理を　仕込んでおかなきゃ……。	"???: ""Whoa! We'll be celebrating tonight! I'd better get the food ready..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbefe4	lighthouse	＊「……ん？　なんじゃ　お前さん<LF><TAB>まぶしいぞい。　変なものを<LF><TAB>わしに向けるでない！　……ぐうぐう。	"???: ""...Eh? You're awfully bright. Don't point that odd thing at me! ...Zzz..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbf048	lighthouse	＊「しかし　いまや　その使命は<LF><TAB>どこへやら……　ヒック！	"???: ""But these days, that duty is all but forgotten... Hic!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbf084	lighthouse	＊「う～～い　ヒック！<LF><TAB>かつて　わしら海竜島の者は<LF><TAB>神さまの炎を守って　生きたもんじゃ。	"???: ""Hiiic! We folk of Sea Dragon Isle once lived to guard the holy flame."""	place.journey.0087310c	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbf0f0	lighthouse	＊「まあ　お客さん！<LF><TAB>とっても　神秘的で　いいオトコに<LF><TAB>見えるわよ！	"???: ""Well, now! You look so mysterious and handsome!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbf168	lighthouse	＊「なんということでしょう！<LF><TAB>さあ　早く　灯台守のところへ！	"???: ""Incredible! Hurry to the lighthouse keeper!"""	role.lighthouse_keeper	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbf1a8	lighthouse	＊「あなたが　お持ちの　それは<LF><TAB>もしや　海竜の聖火！	"???: ""Could that be the Sea Dragon's sacred flame you're carrying!?"""	lore.sea_dragon_flame	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbf1e0	lighthouse	＊「……おや？<LF><TAB>あ　あらあら　まあまあ！<LF><TAB>それは　もしや……	"???: ""...Oh? M-my goodness! Could that be...?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbf230	lighthouse	＊「わ～い　オジさん<LF><TAB>きれいな光だね！	"???: ""Wow, mister! What a pretty light!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00bbf298	lighthouse	神父「あわわわわ……<LF><TAB>（中略）<LF><TAB>あわわわわ……。	"Priest: ""A-a-aah... (much omitted)... A-a-aah..."""	role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Comic abridgement of the source's parenthetical omission.
completion.00bbf2cc	lighthouse	神父「それを　とりもどして<LF><TAB>こられたとは！　ええと　伝説では<LF><TAB>あなたは……　か　神のしもべ？	"Priest: ""You've brought it back! Er... The legend says you must be... a divine servant?"""	role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00bbf32c	lighthouse	神父「ぎょえ～～！<LF><TAB>そ　それは　われらが　海竜の聖火！	"Priest: ""Gyaaah! Th-that's our Sea Dragon's sacred flame!"""	lore.sea_dragon_flame,role.priest	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00bbf384	lighthouse	＊「おお！　あなたは　きっと<LF><TAB>海竜さまに　選ばれたお方！<LF><TAB>私になにか　できることがあったら…	"???: ""You must be chosen by the Sea Dragon! If there is anything I can do for you..."""	lore.sea_dragon	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
