offset	chapter	english	notes
00954308	castle	"Rosa: ""Hey, Torneko! I know you like me, but don't go making me your shopkeeper!"""	
00954370	castle	"Ines: ""Interviews? This is turning into quite an occasion! Good luck, Torneko."""	
00954A08	castle	"Rosa: ""Well, the old fortune-teller's waiting at the gate, right? Let's go."""	
00954A50	castle	"Rosa: ""You hired a pretty interesting guy! You've got a good eye, Torneko."""	
00954AAC	castle	"Ines: ""Well, that took a strange turn. You must be tired, Torneko."""	
00954B00	castle	"Captain: ""Still, it is your decision, Torneko. I have no right to criticize."""	
00954B5C	castle	"Captain: ""I know they say the most hopeless fellows can be hard to dislike, but..."""	
00954BC0	castle	"Captain: ""Wh-what a man... Are you truly going to hire that fellow, Torneko?"""	
00954C1C	castle	"Douglas: ""All right! Thanks a bunch! See you in Costa Libera!"""	
00954C60	castle	"Rosa: ""What a serious, dull-looking fellow. I'd have hired Douglas myself..."""	
00954CC4	castle	"Ines: ""Let's go and see the fortune-teller at the castle gate."""	
00954D04	castle	"Ines: ""He seems so honest. I'm glad you found a nice shopkeeper, Torneko."""	
00954D58	castle	"Captain: ""I apologize for taking up so much of your time."""	
00954D90	castle	"Captain: ""By the way, the fortune-teller appears to be waiting for you outside."""	
00954DE4	castle	"Captain: ""Thank you for your time. I shall send your new shopkeeper to Costa Libera."""	
00954E48	castle	"Captain: ""Understood. I'm sure Samson will run an honest business for you."""	
00954EA4	castle	"Captain: ""What! You mean to say that you prefer Douglas?"""	
00954EE8	castle	"Captain: ""Wh-what a man... Well, that settles it. You'll hire Samson, won't you?"""	
00954F3C	castle	"Douglas: ""Well, take your time and let me know what you decide. I'll be off, then!"""	
00954FA0	castle	"Douglas: ""Huh. You're a pretty cautious fellow, aren't you, Torneko?"""	
00954FE4	castle	"Douglas: ""I'll get straight to the point! Will you hire me?"""	
0095502C	castle	"Douglas: ""Uh-huh. I see. Then I'll be able to put my talents to full use!"""	
00955084	castle	"Douglas: ""Hey, you'll go broke being that soft! I know how you feel, though."""	
009550E8	castle	"Douglas: ""Do you mind if your customers lose out a little, so long as you turn a profit?"""	
0095514C	castle	"Douglas: ""As you can see, I'm a whiz at business. I'm sure I could help you out..."""	
009551AC	castle	"Douglas: ""Hold on a second! Let me ask a question, too!"""	
009551F8	castle	"Captain: ""Er... Yes, I understand. Now, Torneko, please ask your questions."""	
0095525C	castle	"Douglas: ""Sure! I'm gonna do some roaring business in Torneko's great big shop!"""	
009552B8	castle	"Douglas: ""Hey, what's that supposed to mean? Don't judge a man by his looks!"""	
0095531C	castle	"Captain: ""No... I am asking whether you understand what this job involves..."""	
00955374	castle	"Douglas: ""Huh?"""	
00955384	castle	"Captain: ""...Hmm. Well, let us begin."""	
009553BC	castle	"Douglas: ""Ha ha ha! Sorry about that! I'm Douglas. Pleased to meet you!"""	
00955414	castle	"Douglas: ""Whoops! My mistake!"""	
00955434	castle	"???: ""Next applicant! Douglas, please come in!"""	
00955460	castle	"???: ""Yes, of course."""	
00955480	castle	"Captain: ""Please send in the other applicant."""	
009554B4	castle	"Captain: ""Then I shall call him in."""	
009554D4	castle	"Captain: ""No need to worry. He has the king's approval. Now, let us call him in."""	
00955544	castle	"Captain: ""Oh, were you not ready? Well, I suppose Samson all but has the job already."""	
009555AC	castle	"Captain: ""May I call in the next man, Douglas?"""	
009555EC	castle	"Captain: ""Well, what a fine young man."""	
00955618	castle	"Samson: ""Yes. Thank you very much for your time. I'll take my leave."""	
00955664	castle	"Captain: ""Thank you, Samson. We'll inform you of the result. Please wait back home."""	
009556CC	castle	"Captain: ""Then let us finish here."""	
009556F8	castle	"Captain: ""Please continue your questions for Samson."""	
0095573C	castle	"Captain: ""Shall we bring the interview to a close?"""	
00955774	castle	"Captain: ""Come, Torneko. Let us continue the interview."""	
00955890	castle	"???: ""Oh, did you want something...?"""	
00955A10	castle	"Samson: ""If you ever keep any pets, I'd be delighted to look after them."""	
00955A5C	castle	"Samson: ""If I had to pick something... Perhaps caring for animals."""	
00955AA4	castle	"Samson: ""Huh? My hobbies? Hmm... I'm rather a dull man. Nothing comes to mind..."""	
00955B00	castle	"Samson: ""I've learned to handle and appraise goods at the smithy. That should help."""	
00955B68	castle	"Samson: ""My skills? Well, my work as a scholar taught me bookkeeping and paperwork..."""	
00955BD4	castle	"Samson: ""I left for personal reasons. Since then, I've helped at my grandfather's smithy."""	
00955C2C	castle	"Samson: ""My background? Yes. I used to work at the castle as an apprentice scholar."""	
00955CA8	castle	"Samson: ""Yes. What would you like to know?"""	
00955D68	castle	"???: ""Oh, where are you going? Your interviews aren't over yet."""	
00955F0C	castle	"???: ""Thank you for your hard work. Please get plenty of rest tonight."""	
00956174	castle	"???: ""Torneko! You truly are the savior of our kingdom!"""	
009561C4	castle	"???: ""I wanted to work in your shop too, Torneko. Oh, woe is me..."""	
009562B0	castle	"???: ""From now on, I'll strive to be a fine scholar worthy of the king's recognition."""	
00956304	castle	"???: ""All I thought about was escaping my hard work. What a fool I've been."""	
00956380	castle	"???: ""I haven't got any younger. How strange..."""	
009563B8	castle	"???: ""I asked the old fortune-teller for the same medicine the queen had, but..."""	
00956480	castle	"???: ""That old fortune-teller must be quite remarkable to have cured her."""	
009564C8	castle	"???: ""The queen's illness was of the heart, not the body."""	
009565CC	castle	"Rosa: ""Huh? Where are you going? The fortune-teller's waiting at the gate. Let's go!"""	
0095662C	castle	"Ines: ""The fortune-teller's waiting at the castle gate, isn't she? Let's go."""	
0095667C	castle	"Ines: ""Oh, Torneko! Where are you going?"""	
009566AC	castle	The interviews took quite a while. It would be best to hurry outside the castle.	
009566FC	castle	Torneko remembered that the fortune-teller was waiting outside the castle.	
00956810	castle	"???: ""Please come back and visit once your son is well again."""	
00956854	castle	"???: ""Torneko! You truly are the savior of our kingdom."""	
0095690C	castle	"???: ""Well, fortune-teller! I've seen your skill with my own eyes!"""	
00956954	castle	"???: ""Ah, as they say, there's nothing quite like a woman in love."""	Source leaves the proverb unfinished; preserve suggestive romantic observation.
009569B8	castle	"???: ""Oh, the dog has had a little accident here... Honestly, Your Highness!"""	Urine euphemism; later smell interaction retains the joke.
00956A4C	castle	...Or so it seemed.	
00956A64	castle	An awful stench assailed $t's nose! $t's strength fell by 1!	Preserve strength amount and both native protagonist substitutions; next page reveals apparent effect.
00956AB0	castle	$t held his nose to keep out the smell.	
00956AD8	castle	An unbearable smell wafts this way...\nTake a closer look?	
00956B1C	castle	$t checked the ground at his feet!	
00956C90	castle	"???: ""If a man like that appears, I'll try the medicine again."""	
00956CD4	castle	"???: ""I'm not convinced... But never mind. There aren't any charming men around now."""	
00956D38	castle	"???: ""Oh, do you think so...?"""	
00956D54	castle	"Fortune-teller: ""Oh, is that so? Don't worry. You'll see the effects in time."""	
00956DB8	castle	"???: ""Oh, fortune-teller! The medicine you gave me doesn't seem to work at all."""	
00956F18	castle	"???: ""Your father is upstairs. Do go on up."""	
0095702C	castle	"???: ""Welcome to Great Baleina Castle!"""	
00957064	castle	"???: ""His Majesty is upstairs."""	
009570AC	castle	"???: ""No, perhaps I'm reading too much into it."""	
009570D8	castle	"???: ""Could the legendary gods have guided Torneko here?"""	
0095711C	castle	"???: ""Who could ever have imagined it would come to this?!"""	
00957180	castle	"???: ""Perhaps I should try another dose of the fortune-teller's medicine."""	
009571CC	castle	"???: ""Oh, oh... I'm so scared! I don't know what to do."""	
0095723C	castle	"???: ""I believe in you..."""	
009572B0	castle	"???: ""Hah! This is nothing!"""	
009572DC	castle	"???: ""Grr! I'm not done yet! Take that!"""	
00957328	castle	"???: ""The prince isn't even afraid at a time like this... I'm rather impressed."""	
009573DC	castle	"Prince: ""Your father owes me a favor. Don't forget it."""	
00957428	castle	"Prince: ""Oh, it's you, Tipper. Working hard?"""	
0095745C	castle	"Prince: ""Right! Torneko and Tipper, save this kingdom! Then we'll be even."""	
009574B4	castle	"Prince: ""Come to think of it, Torneko still owes me a favor."""	
00957510	castle	"Rudolph: ""Grrrr..."""	
0095753C	castle	"???: ""You are the saviors of our kingdom! Thank you so very much!"""	
00957598	castle	"???: ""Ah, Torneko! Tessie is waiting in the banquet hall at the back."""	
009575F8	castle	"???: ""We owe everything to you. Thank you so very much."""	
00957644	castle	"???: ""Do you remember me? I'm the captain's wife, always praying in the church."""	
0095773C	castle	"???: ""Hooray! There's a festival tonight!"""	
00957788	castle	"???: ""I haven't felt this excited in decades! Ho ho ho!"""	
009577F4	castle	"???: ""What's come over me? Why does this old gentleman make my heart flutter...?"""	
00957860	castle	"???: ""The prince looks so happy dining with Tessie."""	
009578DC	castle	"Prince: ""Tessie is quite amusing, actually. She may visit the castle now and then."""	
00957940	castle	"Prince: ""Ah, Torneko and his son Tipper! So you're back!"""	
00957990	castle	"Rudolph: ""Yelp! Woof, woof..."""	
00957A30	castle	"Tessie: ""It might be a good idea to pray at the church, too."""	
00957A6C	castle	"Tessie: ""Don't worry about me. Go and show everyone in town that you're back."""	
00957AB4	castle	"Tessie: ""Once the dark mist lifted, I felt so much better. My strength came back, too."""	
00957B08	castle	"Tessie: ""Everyone in the castle and town looks so happy..."""	
00957B44	castle	"Tessie: ""I knew you would both come home safely. Thank you so much."""	
00957B9C	castle	"Tessie: ""Darling... Tipper...! Welcome home!"""	
00957C74	castle	"Captain: ""The celebration is ready. Please, come this way!"""	
00957CB4	castle	"Captain: ""Ah, Torneko! We've been waiting for you."""	
00957D78	castle	"???: ""Ah, $t! Please, come through."""	
00957DB8	castle	"???: ""You can still feel the excitement of the celebration in the castle."""	
00957E04	castle	"???: ""My husband's been going to some monster arena lately. I'm worried..."""	
00957EF8	castle	"???: ""Hooray! Where shall I play today?"""	
00957F74	castle	"???: ""What's come over me? I think I want to marry this old gentleman."""	
00957FD4	castle	"???: ""At last, the prince likes the food!"""	
00958054	castle	"Prince: ""Which means it's thanks to you... I suppose I'll have to thank you, then."""	
009580A8	castle	"Prince: ""It's because Dragon's mane can grow on Sea Dragon Isle like it used to."""	
009580F4	castle	"Prince: ""Mmm, delicious! This bread is wonderfully fluffy, and it smells so good..."""	
00958160	castle	"Rudolph: ""Woof, woof!"""	
00955C9C	castle_interview_choices	Background	Samson interview topic; native choice order retained.
00955C94	castle_interview_choices	Skills	Samson interview topic; native choice order retained.
00955C8C	castle_interview_choices	Hobbies	Samson interview topic; native choice order retained.
00955C84	castle_interview_choices	Finish	Ends the interview questions; not a gameplay cancellation.
009642B8	castle_royal	Spears and other weapons lean against the wall. They seem to belong to the castle soldiers.	
00964324	castle_royal	But there are a few scratches on it. Someone seems to have used it for sword practice.	
0096436C	castle_royal	It is an impressive suit of armor, with a certain sense of history about it.	
009643A0	castle_royal	$t gazed at the armor in front of him.	
009643E0	castle_royal	...On closer inspection, it's rusty. It must be quite old.	
00964520	castle_royal	"???: ""Shh! Quiet, please! His Majesty is praying."""	
00964590	castle_royal	"???: ""...Zzz... Zzz..."""	Nodding off; preserve sleep rather than audible speech.
00964658	castle_royal	"Minister: ""The prince is the late queen's child... Oh, I fear I've said too much."""	
009646C4	castle_royal	"Minister: ""You see, he lost his previous queen to a dreadful illness while she was young."""	
00964710	castle_royal	"Minister: ""It's only natural that the king should care so deeply for the queen."""	
